filename	reads	bases	perc_gc	non_acgt
reads/qc/BR06A02.fastq.gz	5462970	353228413	52.1	2427830
reads/qc/BR06D02.fastq.gz	3451272	201076793	53.5	1814107
reads/qc/BR06D10.fastq.gz	2903436	167631730	52.8	1526140
reads/qc/BR06D06.fastq.gz	3228726	191775175	52.0	1685128
reads/qc/BR06E03.fastq.gz	2291188	139561113	53.3	1154604
reads/qc/BR06B04.fastq.gz	6390268	390420129	54.4	3205619
reads/qc/BR06D09.fastq.gz	3222878	192192181	51.9	1669732
reads/qc/BR06D05.fastq.gz	2881102	168194562	53.2	1490284
reads/qc/BR06E02.fastq.gz	2562146	159324765	52.7	1262816
reads/qc/BR06D11.fastq.gz	3180848	191895422	52.0	1641240
reads/qc/BR06D08.fastq.gz	3796216	228938483	52.3	1945215
reads/qc/BR06D07.fastq.gz	3443010	199249832	53.5	1807552
reads/qc/BR06C08.fastq.gz	5466060	356907317	53.3	2461337
reads/qc/BR06E04.fastq.gz	3388136	206075079	51.4	1733164
reads/qc/BR06E01.fastq.gz	4897076	285158283	51.3	2569890
reads/qc/BR06E11.fastq.gz	2801210	164507212	52.9	1451447
reads/qc/BR06D03.fastq.gz	5415688	323563029	52.5	2807934
reads/qc/BR06E09.fastq.gz	2435930	150130193	52.1	1226253
reads/qc/BR06E12.fastq.gz	2524770	153013088	51.4	1292194
reads/qc/BR06B08.fastq.gz	7482320	472627976	53.8	3539818
reads/qc/BR06E06.fastq.gz	3399928	217109422	53.0	1596377
reads/qc/BR06F03.fastq.gz	2773186	169109653	52.3	1354344
reads/qc/BR06E08.fastq.gz	2734220	161771006	54.2	1382564
reads/qc/BR06D04.fastq.gz	6958234	419235638	51.6	3633599
reads/qc/BR06F08.fastq.gz	1905628	119910021	52.3	895809
reads/qc/BR06F06.fastq.gz	2522434	153554278	53.2	1247062
reads/qc/BR06F05.fastq.gz	3004500	178544041	52.7	1519434
reads/qc/BR06F02.fastq.gz	3488548	202186619	52.9	1809825
reads/qc/BR06E07.fastq.gz	5123478	310863830	51.7	2644293
reads/qc/BR06F07.fastq.gz	3018892	182412122	52.7	1488417
reads/qc/BR06F12.fastq.gz	2306044	146897548	51.6	1095303
reads/qc/BR06F09.fastq.gz	3114276	192271611	53.6	1519891
reads/qc/BR06F10.fastq.gz	3189894	203072692	51.8	1569782
reads/qc/BR06F04.fastq.gz	4526140	269789297	52.0	2317036
reads/qc/BR06D12.fastq.gz	5477150	369000988	52.1	2460163
reads/qc/BR06D01.fastq.gz	7034372	478266826	50.4	3093417
reads/qc/BR06F01.fastq.gz	4706344	274678910	52.3	2423418
reads/qc/BR06E10.fastq.gz	4901450	309270494	53.7	2190293
reads/qc/BR06E05.fastq.gz	6099820	397987800	51.7	2751052
reads/qc/BR06G05.fastq.gz	2888666	183436779	50.1	1456617
reads/qc/BR06G11.fastq.gz	2081042	127038470	51.9	1060450
reads/qc/BR06G08.fastq.gz	2321916	138087112	52.4	1194843
reads/qc/BR06G02.fastq.gz	3417346	216005766	51.7	1609374
reads/qc/BR06G07.fastq.gz	3279158	201638078	49.5	1660062
reads/qc/BR06F11.fastq.gz	1961006	117666310	52.6	1001980
reads/qc/BR09A04.fastq.gz	686684	47674266	52.6	292827
reads/qc/BR09A02.fastq.gz	1128478	76504128	51.0	503428
reads/qc/BR09A03.fastq.gz	728596	49995857	51.0	311756
reads/qc/BR09A01.fastq.gz	1273538	87503733	51.7	562141
reads/qc/BR09A06.fastq.gz	717754	50213654	51.4	308216
reads/qc/BR09A07.fastq.gz	723838	50327096	51.2	310919
reads/qc/BR06G03.fastq.gz	4441076	262602239	51.2	2291050
reads/qc/BR06G10.fastq.gz	3334684	204262853	51.0	1688675
reads/qc/BR09A08.fastq.gz	643034	44707772	51.4	274448
reads/qc/BR06H02.fastq.gz	3216968	204076209	51.7	1451531
reads/qc/BR09B01.fastq.gz	604082	45240059	49.5	250332
reads/qc/BR06G09.fastq.gz	3479946	231089223	51.2	1683277
reads/qc/BR09A05.fastq.gz	933938	63577004	51.0	411834
reads/qc/BR09B02.fastq.gz	678632	47298099	50.3	298682
reads/qc/BR09B06.fastq.gz	625374	42552909	51.1	273874
reads/qc/BR09B03.fastq.gz	519700	37233616	49.8	220435
reads/qc/BR09B07.fastq.gz	537888	36659125	51.0	236388
reads/qc/BR06H07.fastq.gz	3065308	193828139	49.9	1513937
reads/qc/BR09A10.fastq.gz	1148824	80993254	51.7	484709
reads/qc/BR09B04.fastq.gz	620076	42011619	50.9	273337
reads/qc/BR06H04.fastq.gz	3467498	208856461	51.3	1774807
reads/qc/BR09B05.fastq.gz	592960	40849323	51.0	257057
reads/qc/BR06H08.fastq.gz	2964082	178105578	51.4	1517612
reads/qc/BR09B08.fastq.gz	535524	36384432	50.5	239717
reads/qc/BR09B11.fastq.gz	514810	35287470	50.9	228480
reads/qc/BR09B09.fastq.gz	533902	35828220	52.3	239058
reads/qc/BR09C02.fastq.gz	544180	38035492	50.5	237181
reads/qc/BR09C04.fastq.gz	467916	32921820	49.7	205380
reads/qc/BR09A11.fastq.gz	1134946	79689406	50.7	482288
reads/qc/BR09B10.fastq.gz	510496	34936396	50.4	226498
reads/qc/BR09C03.fastq.gz	599540	41517787	50.4	265791
reads/qc/BR09C09.fastq.gz	402210	28110093	51.1	174290
reads/qc/BR09C07.fastq.gz	540760	37044934	49.5	238893
reads/qc/BR09C06.fastq.gz	498308	34746400	50.1	217850
reads/qc/BR09B12.fastq.gz	668866	46266100	51.0	298512
reads/qc/BR09C08.fastq.gz	468048	31910375	50.5	205864
reads/qc/BR09C10.fastq.gz	443118	29385420	50.9	199890
reads/qc/BR06G04.fastq.gz	5025080	294440684	51.3	2642328
reads/qc/BR09C12.fastq.gz	298106	22786185	47.6	120904
reads/qc/BR09C11.fastq.gz	395324	27661750	50.2	170669
reads/qc/BR09C05.fastq.gz	416454	29891087	49.8	177080
reads/qc/BR09C01.fastq.gz	596644	42202985	49.9	269707
reads/qc/BR06G12.fastq.gz	4918916	295927061	51.2	2526277
reads/qc/BR06H12.fastq.gz	2903000	173828402	53.3	1435721
reads/qc/BR09D01.fastq.gz	495920	34294126	50.6	216918
reads/qc/BR09A09.fastq.gz	1139578	83123956	51.0	475399
reads/qc/BR06H05.fastq.gz	4124348	245399624	52.2	2098859
reads/qc/BR09D03.fastq.gz	506844	34705777	50.3	221645
reads/qc/BR09D02.fastq.gz	550518	38117768	49.6	245223
reads/qc/BR09D04.fastq.gz	477864	32595447	49.9	211617
reads/qc/BR09D08.fastq.gz	441940	30086698	50.3	194096
reads/qc/BR09D07.fastq.gz	468462	31205392	50.7	209847
reads/qc/BR09D05.fastq.gz	500592	34218318	50.0	220617
reads/qc/BR09D06.fastq.gz	502768	34057795	50.9	220301
reads/qc/BR09D09.fastq.gz	482784	32752821	51.0	214950
reads/qc/BR09D12.fastq.gz	463954	31503373	51.4	207641
reads/qc/BR09D11.fastq.gz	467574	32691181	50.6	202445
reads/qc/BR09D10.fastq.gz	529718	38158011	49.4	226789
reads/qc/BR09E03.fastq.gz	489870	34004254	50.2	215467
reads/qc/BR09E01.fastq.gz	511440	36228995	50.7	225102
reads/qc/BR09E04.fastq.gz	439132	30423194	50.1	189940
reads/qc/BR09E06.fastq.gz	438224	31605264	50.4	184925
reads/qc/BR09E07.fastq.gz	478414	33926808	51.1	204238
reads/qc/BR09E08.fastq.gz	457110	32043722	50.8	195794
reads/qc/BR09F06.fastq.gz	276156	19758219	49.6	114902
reads/qc/BR09F03.fastq.gz	323884	24117519	50.4	128875
reads/qc/BR09E09.fastq.gz	483630	35076279	50.2	202537
reads/qc/BR09F02.fastq.gz	448188	33771549	50.8	177922
reads/qc/BR09F01.fastq.gz	441074	33799560	49.8	171749
reads/qc/BR09E10.fastq.gz	564334	41649237	49.9	234719
reads/qc/BR09E02.fastq.gz	535400	38049634	50.5	229722
reads/qc/BR09F04.fastq.gz	392892	28139157	51.1	164664
reads/qc/BR09F05.fastq.gz	310052	23522589	49.1	120520
reads/qc/BR09F10.fastq.gz	384262	27480160	51.4	158390
reads/qc/BR09F09.fastq.gz	320336	23897655	49.2	128222
reads/qc/BR09E12.fastq.gz	665046	45384085	51.6	294427
reads/qc/BR06G06.fastq.gz	5859648	386288646	47.7	2772106
reads/qc/BR09F11.fastq.gz	353912	24999250	50.9	151865
reads/qc/BR09E11.fastq.gz	502572	35789114	50.5	212592
reads/qc/BR09H03.fastq.gz	101834	7129750	50.5	44177
reads/qc/BR09F07.fastq.gz	516186	37418824	49.5	207657
reads/qc/BR09E05.fastq.gz	432856	30859512	50.3	181775
reads/qc/BR09F08.fastq.gz	482046	35976631	50.3	191782
reads/qc/BR06H11.fastq.gz	3904112	239823424	52.2	1883364
reads/qc/BR09G02.fastq.gz	597418	42647641	51.0	262636
reads/qc/BR09G04.fastq.gz	574814	40217167	51.1	249607
reads/qc/BR09G07.fastq.gz	537094	37559601	49.7	233672
reads/qc/BR09G06.fastq.gz	582448	40105590	51.0	251217
reads/qc/BR09G08.fastq.gz	405962	27857611	52.0	179380
reads/qc/BR09G03.fastq.gz	723712	50962962	51.1	313071
reads/qc/BR09G12.fastq.gz	588962	40019035	50.6	265944
reads/qc/BR06H10.fastq.gz	3249192	206914164	52.1	1493462
reads/qc/BR09G09.fastq.gz	754494	54259973	50.5	321511
reads/qc/BR09H07.fastq.gz	625718	43830183	50.9	271623
reads/qc/BR09G11.fastq.gz	761996	51303932	52.0	340559
reads/qc/BR09G10.fastq.gz	619966	43329154	51.3	271962
reads/qc/BR09H05.fastq.gz	742374	52996461	50.9	320200
reads/qc/BR09H12.fastq.gz	439192	29428436	52.9	194685
reads/qc/BR09H08.fastq.gz	659006	47409853	49.7	284862
reads/qc/BR09G01.fastq.gz	1122888	83177005	49.4	480177
reads/qc/BR10A01.fastq.gz	546566	38256556	50.7	241817
reads/qc/BR06H06.fastq.gz	5756988	386815690	51.2	2509476
reads/qc/BR09G05.fastq.gz	610386	44032926	50.4	262046
reads/qc/BR09H06.fastq.gz	983564	73184755	50.0	407669
reads/qc/BR09A12.fastq.gz	3768930	259847248	50.5	1663909
reads/qc/BR10A04.fastq.gz	733938	49888864	51.4	325018
reads/qc/BR10A05.fastq.gz	656736	43939174	50.8	296818
reads/qc/BR10A02.fastq.gz	718012	48437528	50.4	327256
reads/qc/BR09F12.fastq.gz	510712	36086677	50.9	216206
reads/qc/BR10A06.fastq.gz	573474	45796919	48.4	212813
reads/qc/BR06H09.fastq.gz	5157322	340522225	51.8	2237796
reads/qc/BR10A03.fastq.gz	838436	56814523	50.9	375899
reads/qc/BR06H03.fastq.gz	6378646	371112878	53.1	3254347
reads/qc/BR09H10.fastq.gz	979112	68406861	50.6	431235
reads/qc/BR09H09.fastq.gz	1276572	91540862	49.8	552442
reads/qc/BR10A07.fastq.gz	810744	57157457	50.1	352084
reads/qc/BR10A09.fastq.gz	660066	46528177	51.2	288415
reads/qc/BR09H11.fastq.gz	1225130	84443155	51.2	544347
reads/qc/BR10A11.fastq.gz	710996	50134308	50.1	311950
reads/qc/BR09H04.fastq.gz	754894	53774998	50.0	326749
reads/qc/BR10A10.fastq.gz	788004	55305116	51.0	345752
reads/qc/BR10A12.fastq.gz	687728	50519564	49.4	303708
reads/qc/BR10B04.fastq.gz	727378	53132979	50.5	311107
reads/qc/BR10B10.fastq.gz	624876	44066057	50.4	276454
reads/qc/BR10B06.fastq.gz	738486	53329940	50.3	317385
reads/qc/BR10B03.fastq.gz	641774	47680339	51.0	269893
reads/qc/BR10B02.fastq.gz	755698	54526717	49.4	342438
reads/qc/BR10B09.fastq.gz	460948	33468459	49.7	197179
reads/qc/BR10C04.fastq.gz	664950	45361182	50.3	294535
reads/qc/BR10B12.fastq.gz	700320	49704832	50.1	305706
reads/qc/BR10B11.fastq.gz	674004	47167603	50.2	303175
reads/qc/BR06G01.fastq.gz	9357232	583322027	52.2	4571829
reads/qc/BR10C02.fastq.gz	775832	54682264	50.7	342836
reads/qc/BR10C05.fastq.gz	705202	49603047	50.0	299128
reads/qc/BR10A08.fastq.gz	948086	66074156	50.1	421541
reads/qc/BR10B05.fastq.gz	1129834	83060139	50.5	477690
reads/qc/BR10C01.fastq.gz	955476	65774593	50.4	423948
reads/qc/BR10C07.fastq.gz	786828	53823030	49.8	344885
reads/qc/BR10D01.fastq.gz	735262	51665223	51.1	310302
reads/qc/BR10E06.fastq.gz	7104	451484	63.8	3507
reads/qc/BR10B01.fastq.gz	756534	53187478	50.8	333983
reads/qc/BR10C09.fastq.gz	865842	61739950	50.9	372367
reads/qc/BR10C06.fastq.gz	916398	64596598	50.1	386101
reads/qc/BR10C08.fastq.gz	1011036	70786966	50.2	438084
reads/qc/BR10D04.fastq.gz	638012	44473064	49.5	279741
reads/qc/BR10D03.fastq.gz	811572	57104855	49.8	344015
reads/qc/BR10C12.fastq.gz	743204	52561179	51.1	321865
reads/qc/BR10C11.fastq.gz	762344	53442613	50.7	338150
reads/qc/BR10D08.fastq.gz	741004	50955692	51.5	312856
reads/qc/BR10D12.fastq.gz	592804	41566111	50.6	255559
reads/qc/BR10D02.fastq.gz	971266	70116421	50.6	421071
reads/qc/BR10D05.fastq.gz	797118	56961849	50.7	332774
reads/qc/BR10D11.fastq.gz	652044	45222967	51.2	280414
reads/qc/BR10D09.fastq.gz	702446	47884752	50.8	307431
reads/qc/BR10C03.fastq.gz	912934	62842413	50.5	408028
reads/qc/BR10D10.fastq.gz	761654	52659642	51.2	322892
reads/qc/BR10E02.fastq.gz	711358	49315674	50.8	316219
reads/qc/BR10E05.fastq.gz	580594	39635913	50.5	254095
reads/qc/BR10B07.fastq.gz	1365408	100339878	50.0	580073
reads/qc/BR10E03.fastq.gz	648942	48252435	50.1	266197
reads/qc/BR10C10.fastq.gz	1169120	82778339	51.3	502170
reads/qc/BR10E07.fastq.gz	655460	44361138	50.3	293845
reads/qc/BR10E08.fastq.gz	622072	43346528	50.4	269169
reads/qc/BR10D07.fastq.gz	1038662	74895329	51.4	430230
reads/qc/BR10F02.fastq.gz	479142	33770440	51.5	202208
reads/qc/BR10E11.fastq.gz	640770	44811377	50.5	274748
reads/qc/BR10G09.fastq.gz	4240	320553	48.7	546
reads/qc/BR10E04.fastq.gz	696158	48395621	49.9	302514
reads/qc/BR10F03.fastq.gz	459670	32644450	51.4	188708
reads/qc/BR10F01.fastq.gz	530424	37221507	51.1	223926
reads/qc/BR10F07.fastq.gz	459348	32262749	51.0	188761
reads/qc/BR10F12.fastq.gz	412366	28742099	50.3	176784
reads/qc/BR10F11.fastq.gz	463946	32211438	50.4	199749
reads/qc/BR10F10.fastq.gz	527998	37123125	51.1	220487
reads/qc/BR10F08.fastq.gz	545510	39734531	50.6	216938
reads/qc/BR10F06.fastq.gz	509920	36878665	50.7	203283
reads/qc/BR10E09.fastq.gz	549414	38086880	50.4	243109
reads/qc/BR10F09.fastq.gz	524178	37374667	50.5	215954
reads/qc/BR10E10.fastq.gz	594992	41466200	50.5	255321
reads/qc/BR10E12.fastq.gz	658382	45068093	51.3	288163
reads/qc/BR10F05.fastq.gz	499486	34960147	51.3	208839
reads/qc/BR10D06.fastq.gz	758954	53539815	51.5	320870
reads/qc/BR10E01.fastq.gz	804106	54790048	50.3	357510
reads/qc/BR10F04.fastq.gz	590936	41690448	51.6	243695
reads/qc/BR10G04.fastq.gz	552098	38290378	50.4	240417
reads/qc/BR10G02.fastq.gz	643774	44910512	50.4	286674
reads/qc/BR10G07.fastq.gz	618316	42542579	50.3	265618
reads/qc/BR10G08.fastq.gz	573882	38962047	50.6	251837
reads/qc/BR10G03.fastq.gz	539720	38058667	50.0	230506
reads/qc/BR10G11.fastq.gz	522392	36403498	49.8	230812
reads/qc/BR10G12.fastq.gz	513858	34306977	51.1	230820
reads/qc/BR10G10.fastq.gz	575276	39267209	50.9	254771
reads/qc/BR10G05.fastq.gz	582680	39964800	51.6	253738
reads/qc/BR10H03.fastq.gz	844644	56390492	51.6	374630
reads/qc/BR10H10.fastq.gz	676564	46026075	50.8	297211
reads/qc/BR10H02.fastq.gz	878338	58988433	52.2	385634
reads/qc/BR10H11.fastq.gz	675260	45537732	51.4	298820
reads/qc/BR10H07.fastq.gz	757578	50895595	52.4	331081
reads/qc/BR10H06.fastq.gz	859868	60080891	50.8	371853
reads/qc/BR10G06.fastq.gz	586322	41090036	50.1	245800
reads/qc/BR10H09.fastq.gz	916902	63265572	51.1	400893
reads/qc/BR11A12.fastq.gz	589404	41134250	53.1	212851
reads/qc/BR10H04.fastq.gz	1130868	75465277	52.3	505067
reads/qc/BR10G01.fastq.gz	1512274	104743868	50.8	677204
reads/qc/BR11A01.fastq.gz	968580	66687160	52.9	358665
reads/qc/BR11A02.fastq.gz	1065228	74119964	52.9	382142
reads/qc/BR11A08.fastq.gz	792386	54960410	53.4	285671
reads/qc/BR10H08.fastq.gz	894958	60003675	52.6	398697
reads/qc/BR10H05.fastq.gz	1019860	69360200	51.7	442610
reads/qc/BR11A07.fastq.gz	720906	51144414	53.3	247375
reads/qc/BR11A03.fastq.gz	1212836	84118857	53.2	435979
reads/qc/BR10H12.fastq.gz	1431602	95296572	51.0	641219
reads/qc/BR11A05.fastq.gz	1303164	89519498	53.3	477098
reads/qc/BR11A04.fastq.gz	1114536	78127696	53.6	393146
reads/qc/BR11A06.fastq.gz	1274348	89758620	53.3	448939
reads/qc/BR11B02.fastq.gz	1098382	72635328	51.8	454978
reads/qc/BR04F07.fastq.gz	27764808	1761673709	50.3	28363225
reads/qc/BR11B04.fastq.gz	1274978	83108536	53.0	510048
reads/qc/BR11B01.fastq.gz	1161366	76402433	52.1	471461
reads/qc/BR11B03.fastq.gz	1137120	76155871	51.8	459506
reads/qc/BR11C04.fastq.gz	948244	60012865	54.1	382702
reads/qc/BR11C03.fastq.gz	1009788	66274769	52.8	398082
reads/qc/BR11A10.fastq.gz	1671934	118004695	53.0	594905
reads/qc/BR11C01.fastq.gz	1001944	63740181	53.3	405307
reads/qc/BR11C02.fastq.gz	1345144	86532296	53.5	532652
reads/qc/BR11C05.fastq.gz	1156318	75356047	53.4	452418
reads/qc/BR11C12.fastq.gz	699880	45551789	54.0	270920
reads/qc/BR11A09.fastq.gz	2053250	144844489	53.2	722046
reads/qc/BR11C06.fastq.gz	1261190	80354747	54.1	502879
reads/qc/BR11B06.fastq.gz	1682396	110185054	52.1	692869
reads/qc/BR11C07.fastq.gz	1251284	81018609	53.6	486281
reads/qc/BR11B05.fastq.gz	1332296	87220484	52.3	547268
reads/qc/BR11D05.fastq.gz	317682	24787097	52.1	92805
reads/qc/BR11A11.fastq.gz	2218798	155731584	53.1	795175
reads/qc/BR11D02.fastq.gz	727328	52329591	52.7	252233
reads/qc/BR11D07.fastq.gz	585654	42563158	52.9	195845
reads/qc/BR11C09.fastq.gz	1532802	101026168	53.5	589660
reads/qc/BR11D01.fastq.gz	939608	68034369	53.0	314882
reads/qc/BR11E03.fastq.gz	484566	36019964	52.3	152287
reads/qc/BR11B12.fastq.gz	1567696	103935864	53.2	615148
reads/qc/BR11E06.fastq.gz	384480	27191464	52.6	138353
reads/qc/BR11B08.fastq.gz	2373732	153906682	52.5	984624
reads/qc/BR11D04.fastq.gz	799122	56111953	53.3	283841
reads/qc/BR11E01.fastq.gz	769250	54218817	52.7	267421
reads/qc/BR11E02.fastq.gz	746136	52636521	53.5	262497
reads/qc/BR11B07.fastq.gz	1564270	102931903	52.9	615875
reads/qc/BR11E08.fastq.gz	444342	30949105	53.2	156375
reads/qc/BR11D03.fastq.gz	1142694	81080477	53.1	394998
reads/qc/BR11E10.fastq.gz	406220	28621218	53.8	139133
reads/qc/BR11C10.fastq.gz	2104692	139158651	53.9	787299
reads/qc/BR11B11.fastq.gz	2406564	156384580	53.3	975045
reads/qc/BR11B09.fastq.gz	2587460	169246931	52.9	1050809
reads/qc/BR11C11.fastq.gz	2147742	139811745	54.0	831033
reads/qc/BR11F06.fastq.gz	344020	24349032	52.7	111378
reads/qc/BR11D10.fastq.gz	1080638	77290312	53.2	374594
reads/qc/BR11E04.fastq.gz	878788	62321424	53.1	300454
reads/qc/BR11F07.fastq.gz	464836	33442114	52.1	134853
reads/qc/BR11B10.fastq.gz	2322590	150709230	53.4	938086
reads/qc/BR11D06.fastq.gz	1336052	94387753	53.4	468653
reads/qc/BR11F09.fastq.gz	391594	27957746	52.5	120929
reads/qc/BR11E05.fastq.gz	1071666	76966119	53.2	359808
reads/qc/BR11E12.fastq.gz	824414	60206254	52.9	261218
reads/qc/BR11D12.fastq.gz	1493312	107489984	53.3	501622
reads/qc/BR11F01.fastq.gz	934188	66917622	53.5	295377
reads/qc/BR11G04.fastq.gz	623490	45142630	52.7	192542
reads/qc/BR11D11.fastq.gz	1617596	114354940	53.7	567388
reads/qc/BR11G08.fastq.gz	395996	27877467	52.8	131986
reads/qc/BR11F02.fastq.gz	1006300	72501203	52.9	314430
reads/qc/BR11D09.fastq.gz	1811614	129028627	53.0	633152
reads/qc/BR11G02.fastq.gz	775696	55830528	52.8	250497
reads/qc/BR11F03.fastq.gz	1075312	78583809	52.2	307510
reads/qc/BR11E09.fastq.gz	1631152	113170575	53.2	588269
reads/qc/BR11G03.fastq.gz	721672	52214400	52.8	216405
reads/qc/BR11D08.fastq.gz	1818002	129023282	52.9	650187
reads/qc/BR11E07.fastq.gz	1373952	99782433	52.1	462344
reads/qc/BR11F05.fastq.gz	1470650	105666504	52.7	442405
reads/qc/BR11G12.fastq.gz	469104	34210461	52.0	133305
reads/qc/BR11F10.fastq.gz	1238668	94668387	51.7	338947
reads/qc/BR11F04.fastq.gz	1410476	102306065	52.1	411286
reads/qc/BR11E11.fastq.gz	2135334	148063969	54.2	752190
reads/qc/BR11C08.fastq.gz	2231440	142647469	53.8	890607
reads/qc/BR11F08.fastq.gz	1657288	117786658	53.2	522072
reads/qc/BR11G01.fastq.gz	1462908	104572714	52.0	484583
reads/qc/BR11H02.fastq.gz	874164	61429183	53.2	272197
reads/qc/BR11H03.fastq.gz	924194	66511004	52.8	270762
reads/qc/BR11G07.fastq.gz	1486730	107940220	52.2	445612
reads/qc/BR11G05.fastq.gz	1422054	101532507	53.0	470068
reads/qc/BR11G10.fastq.gz	1431034	104559620	51.8	441886
reads/qc/BR11F11.fastq.gz	1990250	143428981	52.6	603372
reads/qc/BR11H04.fastq.gz	1076106	76147076	52.9	330312
reads/qc/BR11F12.fastq.gz	1592028	115093074	52.4	463916
reads/qc/BR11H06.fastq.gz	1395408	99084316	53.4	454059
reads/qc/BR12A01.fastq.gz	1020802	73331815	53.0	347559
reads/qc/BR12A06.fastq.gz	957502	70038021	52.4	285199
reads/qc/BR11G09.fastq.gz	1550518	111214673	52.7	489369
reads/qc/BR12A03.fastq.gz	1157566	83232454	52.6	369593
reads/qc/BR11G11.fastq.gz	1669106	117626935	53.0	550815
reads/qc/BR12A04.fastq.gz	1005886	72185909	52.9	332191
reads/qc/BR12A02.fastq.gz	1257776	90925134	52.1	398750
reads/qc/BR11H08.fastq.gz	1866312	133129627	53.5	558810
reads/qc/BR12A05.fastq.gz	1140382	79979506	52.5	382560
reads/qc/BR11H07.fastq.gz	1469554	107047634	52.4	429398
reads/qc/BR11H09.fastq.gz	1780872	128319825	52.6	509469
reads/qc/BR12A07.fastq.gz	1345916	96267025	52.8	447632
reads/qc/BR11H11.fastq.gz	1504092	107413732	53.1	439315
reads/qc/BR12A08.fastq.gz	1482278	105938383	53.2	480923
reads/qc/BR12A10.fastq.gz	1151886	82866448	53.1	358038
reads/qc/BR12A09.fastq.gz	1351186	98289926	53.0	432519
reads/qc/BR12B01.fastq.gz	1514602	101944861	53.8	569153
reads/qc/BR12A11.fastq.gz	1343136	97255386	52.9	428435
reads/qc/BR12A12.fastq.gz	1519198	109413276	52.6	484442
reads/qc/BR12B06.fastq.gz	1121340	75763227	53.5	421615
reads/qc/BR12B09.fastq.gz	986768	66834652	53.6	368756
reads/qc/BR12B07.fastq.gz	1068616	73892492	52.7	386256
reads/qc/BR12D03.fastq.gz	76386	5655741	54.3	22940
reads/qc/BR12B02.fastq.gz	1683168	113344009	53.0	641554
reads/qc/BR11G06.fastq.gz	1466002	103580684	53.0	474218
reads/qc/BR11H05.fastq.gz	1273374	92503013	52.2	394029
reads/qc/BR12B05.fastq.gz	1249690	84677103	53.6	464985
reads/qc/BR12B04.fastq.gz	1291938	88550580	53.4	467986
reads/qc/BR12B03.fastq.gz	1728070	119399830	53.5	614674
reads/qc/BR12C05.fastq.gz	1389712	91616089	52.1	562256
reads/qc/BR12B10.fastq.gz	1519672	102054248	53.5	573295
reads/qc/BR12C03.fastq.gz	1334196	88655331	51.8	540712
reads/qc/BR12C09.fastq.gz	1164264	76443580	52.2	474401
reads/qc/BR12C02.fastq.gz	1303916	83816796	52.0	549510
reads/qc/BR12B08.fastq.gz	1364126	92957931	53.5	502502
reads/qc/BR12C04.fastq.gz	1411134	91533370	53.0	574204
reads/qc/BR12B12.fastq.gz	1350312	91897561	53.3	504957
reads/qc/BR12C06.fastq.gz	1408000	91548253	52.8	566819
reads/qc/BR12C07.fastq.gz	1606388	103508477	52.7	651778
reads/qc/BR12C01.fastq.gz	1558098	100944180	52.5	634354
reads/qc/BR12C11.fastq.gz	1243868	81239201	52.9	506407
reads/qc/BR12C12.fastq.gz	1212448	81822027	53.0	463978
reads/qc/BR12D02.fastq.gz	1125798	73202574	53.4	438607
reads/qc/BR12C08.fastq.gz	1532702	99617667	53.0	616990
reads/qc/BR12D04.fastq.gz	1250370	79612402	53.6	497653
reads/qc/BR12C10.fastq.gz	1540816	101194576	53.1	617214
reads/qc/BR12D05.fastq.gz	1172528	77622910	53.2	442870
reads/qc/BR12D08.fastq.gz	1066846	70313666	53.1	413189
reads/qc/BR11H10.fastq.gz	1988282	141886257	53.1	585489
reads/qc/BR12B11.fastq.gz	1889566	126093567	53.7	714097
reads/qc/BR12D01.fastq.gz	1133128	74326800	53.5	432404
reads/qc/BR12D07.fastq.gz	956026	63186723	53.3	363552
reads/qc/BR12D12.fastq.gz	894762	57775514	53.7	351399
reads/qc/BR12D09.fastq.gz	1076462	70211690	53.6	417455
reads/qc/BR12D06.fastq.gz	927634	60993633	53.2	354904
reads/qc/BR12E02.fastq.gz	907708	63994913	53.6	318802
reads/qc/BR12D10.fastq.gz	1032152	67391797	53.6	403172
reads/qc/BR12E10.fastq.gz	659100	50647541	51.3	194820
reads/qc/BR12E08.fastq.gz	967100	70128569	52.3	325648
reads/qc/BR12E04.fastq.gz	1112232	77434307	53.0	404168
reads/qc/BR12E05.fastq.gz	1165814	82253283	53.3	412729
reads/qc/BR12E12.fastq.gz	978804	67663465	53.6	354504
reads/qc/BR12E11.fastq.gz	1008718	71261562	53.4	346785
reads/qc/BR12F05.fastq.gz	878546	60985428	53.4	309256
reads/qc/BR12E06.fastq.gz	1309966	92299046	53.4	466679
reads/qc/BR12E09.fastq.gz	1189426	82757375	53.6	428891
reads/qc/BR12F06.fastq.gz	843078	57943055	53.9	300891
reads/qc/BR12F04.fastq.gz	1212776	83271972	53.8	434652
reads/qc/BR12F08.fastq.gz	1133400	79287687	53.1	397202
reads/qc/BR12F12.fastq.gz	1080692	75451053	53.3	381112
reads/qc/BR12E03.fastq.gz	1109316	82338168	53.0	353625
reads/qc/BR12F07.fastq.gz	1027940	72299217	52.6	352021
reads/qc/BR12F02.fastq.gz	1276448	88691117	53.5	452692
reads/qc/BR12F03.fastq.gz	1135282	79482369	53.5	392104
reads/qc/BR12E01.fastq.gz	2037646	140280629	52.9	750298
reads/qc/BR12F10.fastq.gz	998910	69601571	53.4	356548
reads/qc/BR12E07.fastq.gz	1175078	82856280	53.0	424898
reads/qc/BR12F11.fastq.gz	1295448	89965110	53.6	462002
